Business Unit,PH1,PH2,Item Code,Item Description,Sales Channel,Stat Forecast,Actual Amount,Date,Deviation,Deviation Category,Priority
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,0.0,2028-07-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2022-05-01,0.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,0.0,2027-01-01,0.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,0.0,2023-06-01,0.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,0.0,2027-03-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2023-02-01,0.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,0.0,2027-04-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2022-10-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2022-11-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2023-03-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2022-04-01,0.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,0.0,2025-12-01,0.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,0.0,2025-08-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2022-12-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2023-11-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2023-06-01,0.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,0.0,2027-02-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2023-08-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2023-05-01,0.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,0.0,2023-04-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2022-03-01,0.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,0.0,2028-10-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2023-01-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2022-07-01,0.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,0.0,2028-08-01,0.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,0.0,2027-05-01,0.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,0.0,2028-09-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2023-04-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2023-12-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2024-07-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2022-02-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2023-10-01,0.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,0.0,2028-06-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2023-07-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2022-06-01,0.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,0.0,2025-09-01,0.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,0.0,2022-01-01,0.0,Low,3
BU1,Category 5,Category 5A,759423,Item MEK,Channel_X,0.0,0.0,2022-03-01,0.0,Low,3
BU1,Category 5,Category 5A,759423,Item MEK,Channel_X,0.0,0.0,2022-02-01,0.0,Low,3
BU1,Category 5,Category 5A,759423,Item MEK,Channel_X,0.0,0.0,2022-01-01,0.0,Low,3
BU1,Category 5,Category 5A,759423,Item MEK,Channel_X,0.0,0.0,2022-11-01,0.0,Low,3
BU1,Category 5,Category 5A,759423,Item MEK,Channel_X,0.0,0.0,2022-08-01,0.0,Low,3
BU1,Category 5,Category 5A,759423,Item MEK,Channel_X,0.0,0.0,2022-06-01,0.0,Low,3
BU1,Category 5,Category 5A,759423,Item MEK,Channel_X,0.0,0.0,2022-09-01,0.0,Low,3
BU1,Category 5,Category 5A,759423,Item MEK,Channel_X,0.0,0.0,2022-12-01,0.0,Low,3
BU1,Category 5,Category 5A,759423,Item MEK,Channel_X,0.0,0.0,2022-07-01,0.0,Low,3
BU1,Category 5,Category 5A,759423,Item MEK,Channel_X,0.0,0.0,2022-04-01,0.0,Low,3
BU1,Category 5,Category 5A,759423,Item MEK,Channel_X,0.0,0.0,2022-10-01,0.0,Low,3
BU1,Category 6,Category 6A,126278,Item RWR,Channel_X,0.0,0.0,2025-03-01,0.0,Low,3
BU1,Category 6,Category 6A,126278,Item RWR,Channel_X,0.0,0.0,2026-04-01,0.0,Low,3
BU1,Category 6,Category 6A,126278,Item RWR,Channel_X,0.0,0.0,2026-06-01,0.0,Low,3
BU1,Category 6,Category 6A,126278,Item RWR,Channel_X,0.0,0.0,2027-06-01,0.0,Low,3
BU1,Category 6,Category 6A,126278,Item RWR,Channel_X,0.0,0.0,2028-06-01,0.0,Low,3
BU1,Category 6,Category 6A,126278,Item RWR,Channel_X,0.0,0.0,2027-05-01,0.0,Low,3
BU1,Category 6,Category 6A,126278,Item RWR,Channel_X,0.0,0.0,2026-01-01,0.0,Low,3
BU1,Category 6,Category 6A,126278,Item RWR,Channel_X,0.0,0.0,2027-01-01,0.0,Low,3
BU1,Category 6,Category 6A,126278,Item RWR,Channel_X,0.0,0.0,2025-05-01,0.0,Low,3
BU1,Category 6,Category 6A,126278,Item RWR,Channel_X,0.0,0.0,2026-02-01,0.0,Low,3
BU1,Category 6,Category 6A,126278,Item RWR,Channel_X,0.0,0.0,2025-04-01,0.0,Low,3
BU1,Category 6,Category 6A,126278,Item RWR,Channel_X,0.0,0.0,2027-03-01,0.0,Low,3
BU1,Category 6,Category 6A,126278,Item RWR,Channel_X,0.0,0.0,2027-02-01,0.0,Low,3
BU1,Category 6,Category 6A,126278,Item RWR,Channel_X,0.0,0.0,2026-12-01,0.0,Low,3
BU1,Category 6,Category 6A,126278,Item RWR,Channel_X,0.0,0.0,2027-04-01,0.0,Low,3
BU1,Category 6,Category 6A,126278,Item RWR,Channel_X,0.0,0.0,2026-05-01,0.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,0.0,2024-05-01,0.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,0.0,2023-06-01,0.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,0.0,2024-04-01,0.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,0.0,2024-03-01,0.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,0.0,2024-02-01,0.0,Low,3
BU1,Category 6,Category 6G,530355,Item AXK,Channel_X,0.0,0.0,2022-02-01,0.0,Low,3
BU1,Category 7,Category 7F,382017,Item FLH,Channel_X,0.0,0.0,2025-10-01,0.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,0.0,2022-10-01,0.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,0.0,2022-07-01,0.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,0.0,2022-08-01,0.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,0.0,2023-10-01,0.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,0.0,2023-11-01,0.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,0.0,2022-01-01,0.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,0.0,2022-11-01,0.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,0.0,2022-06-01,0.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,0.0,2022-12-01,0.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,0.0,2023-09-01,0.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,5.0,2024-05-01,-5.0,Low,3
BU1,Category 3,Category 3D,669942,Item VQI,Channel_X,0.0,6.0,2022-01-01,-6.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,10.0,2025-09-01,-10.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,10.0,2025-10-01,-10.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,10.0,2025-07-01,-10.0,Low,3
BU1,Category 6,Category 6G,530355,Item AXK,Channel_X,0.0,15.0,2022-05-01,-15.0,Low,3
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,0.0,17.0,2024-09-01,-17.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,22.0,2022-09-01,-22.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,24.0,2022-02-01,-24.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,24.0,2025-10-01,-24.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,24.0,2022-07-01,-24.0,Low,3
BU1,Category 6,Category 6G,530355,Item AXK,Channel_X,0.0,34.0,2022-04-01,-34.0,Low,3
BU1,Category 1,Category 1T,548025,Item JNO,Channel_X,0.0,38.0,2022-04-01,-38.0,Low,3
BU1,Category 3,Category 3D,669942,Item VQI,Channel_X,0.0,38.0,2022-05-01,-38.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,45.0,2022-06-01,-45.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,48.0,2024-08-01,-48.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,48.0,2022-03-01,-48.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,48.0,2023-05-01,-48.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,48.0,2022-11-01,-48.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,48.0,2025-10-01,-48.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,49.0,2023-11-01,-49.0,Low,3
BU1,Category 6,Category 6B,456641,Item TYT,Channel_X,0.0,49.0,2024-03-01,-49.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,49.0,2023-05-01,-49.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,49.0,2025-07-01,-49.0,Low,3
BU1,Category 6,Category 6B,456641,Item TYT,Channel_X,0.0,49.0,2024-01-01,-49.0,Low,3
BU1,Category 6,Category 6B,456641,Item TYT,Channel_X,0.0,49.0,2024-02-01,-49.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,49.0,2024-06-01,-49.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,49.0,2025-08-01,-49.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,49.0,2023-01-01,-49.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,49.0,2024-01-01,-49.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,49.0,2023-12-01,-49.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,53.0,2025-08-01,-53.0,Low,3
BU1,Category 3,Category 3F,692213,Item AEG,Channel_X,0.0,58.0,2023-05-01,-58.0,Low,3
BU1,Category 6,Category 6B,456641,Item TYT,Channel_X,0.0,63.0,2025-08-01,-63.0,Low,3
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,0.0,65.0,2024-05-01,-65.0,Low,3
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,0.0,65.0,2023-05-01,-65.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,65.0,2024-11-01,-65.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,65.0,2024-12-01,-65.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,66.0,2024-10-01,-66.0,Low,3
BU1,Category 9,Category 9A,751621,Item GNP,Channel_X,0.0,66.0,2024-12-01,-66.0,Low,3
BU1,Category 12,Category 12A,857827,Item QGK,Channel_X,0.0,72.0,2025-07-01,-72.0,Low,3
BU1,Category 1,Category 1M,574962,Item YST,Channel_X,0.0,73.0,2023-04-01,-73.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,73.0,2022-04-01,-73.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,73.0,2023-08-01,-73.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,73.0,2024-07-01,-73.0,Low,3
BU1,Category 6,Category 6B,456641,Item TYT,Channel_X,0.0,73.0,2025-10-01,-73.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,73.0,2022-03-01,-73.0,Low,3
BU1,Category 2,Category 2I,204269,Item EPV,Channel_X,0.0,76.0,2024-10-01,-76.0,Low,3
BU1,Category 2,Category 2I,204269,Item EPV,Channel_X,0.0,76.0,2025-10-01,-76.0,Low,3
BU1,Category 2,Category 2I,204269,Item EPV,Channel_X,0.0,76.0,2024-04-01,-76.0,Low,3
BU1,Category 3,Category 3D,669942,Item VQI,Channel_X,0.0,76.0,2023-10-01,-76.0,Low,3
BU1,Category 6,Category 6G,530355,Item AXK,Channel_X,0.0,83.0,2023-06-01,-83.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,86.0,2023-04-01,-86.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,96.0,2024-04-01,-96.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,96.0,2024-12-01,-96.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,96.0,2024-03-01,-96.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,96.0,2022-01-01,-96.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,96.0,2022-09-01,-96.0,Low,3
BU1,Category 3,Category 3D,114544,Item YYG,Channel_X,0.0,96.0,2024-10-01,-96.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,97.0,2023-07-01,-97.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,97.0,2023-10-01,-97.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,97.0,2022-01-01,-97.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,97.0,2025-09-01,-97.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,97.0,2022-11-01,-97.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,97.0,2022-08-01,-97.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,97.0,2023-02-01,-97.0,Low,3
BU1,Category 7,Category 7F,382017,Item FLH,Channel_X,0.0,108.0,2024-11-01,-108.0,Low,3
BU1,Category 7,Category 7F,382017,Item FLH,Channel_X,0.0,108.0,2024-04-01,-108.0,Low,3
BU1,Category 6,Category 6B,456641,Item TYT,Channel_X,0.0,119.0,2025-07-01,-119.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,122.0,2022-10-01,-122.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,122.0,2024-08-01,-122.0,Low,3
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,0.0,130.0,2024-09-01,-130.0,Low,3
BU1,Category 12,Category 12A,857827,Item QGK,Channel_X,0.0,130.0,2025-10-01,-130.0,Low,3
BU1,Category 1,Category 1O,126166,Item XGV,Channel_X,0.0,130.0,2024-09-01,-130.0,Low,3
BU1,Category 1,Category 1O,126166,Item XGV,Channel_X,0.0,130.0,2023-04-01,-130.0,Low,3
BU1,Category 1,Category 1O,126166,Item XGV,Channel_X,0.0,130.0,2022-09-01,-130.0,Low,3
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,0.0,130.0,2024-04-01,-130.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,134.0,2023-11-01,-134.0,Low,3
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,0.0,135.0,2024-07-01,-135.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,137.0,2024-09-01,-137.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,144.0,2023-10-01,-144.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,144.0,2024-02-01,-144.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,144.0,2023-03-01,-144.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,144.0,2024-08-01,-144.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,144.0,2022-12-01,-144.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,144.0,2024-05-01,-144.0,Low,3
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,0.0,146.0,2023-12-01,-146.0,Low,3
BU1,Category 1,Category 1M,574962,Item YST,Channel_X,0.0,146.0,2023-05-01,-146.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,146.0,2022-05-01,-146.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,146.0,2023-09-01,-146.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,146.0,2023-03-01,-146.0,Low,3
BU1,Category 3,Category 3D,669942,Item VQI,Channel_X,0.0,151.0,2022-04-01,-151.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,156.0,2024-08-01,-156.0,Low,3
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,0.0,165.0,2024-11-01,-165.0,Low,3
BU1,Category 1,Category 1T,548025,Item JNO,Channel_X,0.0,168.0,2024-12-01,-168.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,170.0,2022-12-01,-170.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,173.0,2024-01-01,-173.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,179.0,2022-06-01,-179.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,180.0,2024-09-01,-180.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,192.0,2023-09-01,-192.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,192.0,2024-10-01,-192.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,192.0,2023-05-01,-192.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,192.0,2025-09-01,-192.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,192.0,2022-08-01,-192.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,192.0,2023-01-01,-192.0,Low,3
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,0.0,194.0,2024-01-01,-194.0,Low,3
BU1,Category 1,Category 1O,126166,Item XGV,Channel_X,0.0,194.0,2024-04-01,-194.0,Low,3
BU1,Category 1,Category 1O,126166,Item XGV,Channel_X,0.0,194.0,2025-08-01,-194.0,Low,3
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,0.0,194.0,2024-05-01,-194.0,Low,3
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,0.0,194.0,2024-11-01,-194.0,Low,3
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,0.0,194.0,2025-08-01,-194.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,194.0,2025-06-01,-194.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,194.0,2024-11-01,-194.0,Low,3
BU1,Category 6,Category 6B,456641,Item TYT,Channel_X,0.0,196.0,2024-11-01,-196.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,200.0,2023-11-01,-200.0,Low,3
BU1,Category 6,Category 6G,530355,Item AXK,Channel_X,0.0,202.0,2022-03-01,-202.0,Low,3
BU1,Category 7,Category 7F,382017,Item FLH,Channel_X,0.0,208.0,2025-07-01,-208.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,209.0,2023-10-01,-209.0,Low,3
BU1,Category 3,Category 3D,669942,Item VQI,Channel_X,0.0,213.0,2024-10-01,-213.0,Low,3
BU1,Category 7,Category 7F,382017,Item FLH,Channel_X,0.0,216.0,2024-07-01,-216.0,Low,3
BU1,Category 7,Category 7F,382017,Item FLH,Channel_X,0.0,216.0,2024-05-01,-216.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,216.0,2024-10-01,-216.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,216.0,2023-12-01,-216.0,Low,3
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,0.0,219.0,2024-04-01,-219.0,Low,3
BU1,Category 6,Category 6B,456641,Item TYT,Channel_X,0.0,219.0,2025-09-01,-219.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,219.0,2022-05-01,-219.0,Low,3
BU1,Category 9,Category 9A,751621,Item GNP,Channel_X,0.0,221.0,2024-01-01,-221.0,Low,3
BU1,Category 9,Category 9B,508949,Item ZXR,Channel_X,0.0,223.0,2024-06-01,-223.0,Low,3
BU1,Category 6,Category 6B,497108,Item INB,Channel_X,0.0,224.0,2023-04-01,-224.0,Low,3
BU1,Category 2,Category 2I,204269,Item EPV,Channel_X,0.0,227.0,2024-11-01,-227.0,Low,3
BU1,Category 2,Category 2I,204269,Item EPV,Channel_X,0.0,227.0,2023-02-01,-227.0,Low,3
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,0.0,238.0,2024-09-01,-238.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,238.0,2024-04-01,-238.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,240.0,2023-11-01,-240.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,240.0,2024-09-01,-240.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,240.0,2025-06-01,-240.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,240.0,2024-07-01,-240.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,240.0,2022-10-01,-240.0,Low,3
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,0.0,243.0,2024-05-01,-243.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,243.0,2024-11-01,-243.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,243.0,2024-05-01,-243.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,243.0,2024-01-01,-243.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,243.0,2023-12-01,-243.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,249.0,2022-06-01,-249.0,Low,3
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,0.0,259.0,2025-08-01,-259.0,Low,3
BU1,Category 1,Category 1O,126166,Item XGV,Channel_X,0.0,259.0,2025-10-01,-259.0,Low,3
BU1,Category 1,Category 1O,126166,Item XGV,Channel_X,0.0,259.0,2024-02-01,-259.0,Low,3
BU1,Category 1,Category 1O,126166,Item XGV,Channel_X,0.0,259.0,2024-11-01,-259.0,Low,3
BU1,Category 1,Category 1O,126166,Item XGV,Channel_X,0.0,259.0,2025-07-01,-259.0,Low,3
BU1,Category 1,Category 1O,126166,Item XGV,Channel_X,0.0,259.0,2024-01-01,-259.0,Low,3
BU1,Category 1,Category 1O,126166,Item XGV,Channel_X,0.0,259.0,2025-06-01,-259.0,Low,3
BU1,Category 1,Category 1U,508995,Item BCT,Channel_X,0.0,259.0,2024-04-01,-259.0,Low,3
BU1,Category 8,Category 8A,257849,Item JED,Channel_X,0.0,262.0,2024-07-01,-262.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,267.0,2024-11-01,-267.0,Low,3
BU1,Category 7,Category 7F,382017,Item FLH,Channel_X,0.0,270.0,2024-01-01,-270.0,Low,3
BU1,Category 7,Category 7F,382017,Item FLH,Channel_X,0.0,270.0,2024-10-01,-270.0,Low,3
BU1,Category 7,Category 7F,382017,Item FLH,Channel_X,0.0,270.0,2024-09-01,-270.0,Low,3
BU1,Category 7,Category 7F,382017,Item FLH,Channel_X,0.0,270.0,2023-02-01,-270.0,Low,3
BU1,Category 6,Category 6B,456641,Item TYT,Channel_X,0.0,271.0,2024-12-01,-271.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,280.0,2023-04-01,-280.0,Low,3
BU1,Category 3,Category 3D,669942,Item VQI,Channel_X,0.0,284.0,2025-09-01,-284.0,Low,3
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,0.0,292.0,2023-02-01,-292.0,Low,3
BU1,Category 1,Category 1M,574962,Item YST,Channel_X,0.0,292.0,2024-04-01,-292.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,292.0,2024-04-01,-292.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,292.0,2024-09-01,-292.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,292.0,2024-10-01,-292.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,292.0,2022-12-01,-292.0,Low,3
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,0.0,292.0,2023-10-01,-292.0,Low,3
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,0.0,293.0,2023-12-01,-293.0,Low,3
BU1,Category 6,Category 6B,456641,Item TYT,Channel_X,0.0,294.0,2024-04-01,-294.0,Low,3
BU1,Category 2,Category 2D,304351,Item CXN,Channel_X,0.0,302.0,2024-09-01,-302.0,Low,3
BU1,Category 2,Category 2I,204269,Item EPV,Channel_X,0.0,302.0,2024-02-01,-302.0,Low,3
BU1,Category 2,Category 2I,204269,Item EPV,Channel_X,0.0,302.0,2023-03-01,-302.0,Low,3
BU1,Category 6,Category 6B,456641,Item TYT,Channel_X,0.0,306.0,2024-10-01,-306.0,Low,3
BU1,Category 7,Category 7F,382017,Item FLH,Channel_X,0.0,309.0,2025-09-01,-309.0,Low,3
