Business Unit,PH1,PH2,Item Code,Item Description,Sales Channel,Month,Year,Stat Forecast,Actual Amount
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Dec,2024, -   ," 4,377 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Feb,2022, -   ," 11,307 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,May,2024, -   ," 1,75,704 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Sep,2024, -   ," 1,99,828 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Dec,2023, -   ," 4,11,358 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Mar,2024, -   ," 2,43,253 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Nov,2024, -   ," 4,394 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Jun,2024, -   ," 23,477 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Jan,2024, -   ," 1,62,489 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Jul,2022, -   ," 8,789 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Jul,2024, -   ," 1,69,376 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Oct,2023, -   , 144 
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Mar,2022, -   ," 2,73,641 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,May,2022, -   ," 4,14,922 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Sep,2023, -   , 192 
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Nov,2024, -   ," 1,35,056 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Feb,2023, -   ," 3,64,019 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Aug,2024, -   ," 2,54,808 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Jul,2025, -   ," 33,061 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Sep,2024, -   ," 3,63,255 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Jan,2022, -   ," 11,124 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Dec,2023, -   ," 13,812 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Aug,2024, -   ," 28,544 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Jun,2024, -   ," 8,363 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Jan,2024, -   ," 1,75,723 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Jul,2025, -   ," 1,81,403 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Dec,2024, -   ," 4,09,686 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Feb,2022, -   ," 1,32,172 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Sep,2024, -   ," 2,00,945 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Jun,2023, -   ," 10,406 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Dec,2024, -   ," 2,00,201 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Oct,2024, -   ," 1,33,910 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Oct,2024, -   , 192 
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Apr,2024, -   ," 1,71,419 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Oct,2023, -   ," 93,834 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Nov,2023, -   ," 5,612 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,May,2024, -   ," 3,21,757 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,May,2024, -   ," 1,88,753 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Aug,2025, -   ," 2,30,827 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Apr,2022, -   ," 2,61,111 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Jul,2023, -   ," 2,49,341 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Feb,2023, -   ," 2,09,593 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Jun,2024, -   ," 4,49,475 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Jun,2023, -   ," 3,74,912 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Jan,2023, -   ," 2,80,904 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Sep,2022, -   ," 7,530 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Sep,2023, -   ," 3,99,427 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Oct,2022, -   ," 6,437 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Apr,2022, -   , 480 
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Jun,2023, -   ," 4,40,636 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Oct,2024, -   ," 25,880 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,May,2023, -   ," 1,89,476 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Jan,2023, -   ," 1,44,335 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Nov,2023, -   ," 93,784 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Jul,2022, -   ," 5,68,774 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Jul,2023, -   ," 2,85,790 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Jan,2024, -   , 365 
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,May,2024, -   ," 3,740 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Dec,2024, -   , 96 
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Jan,2022, -   ," 6,944 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Jun,2022, -   ," 1,53,321 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Aug,2023, -   ," 3,80,417 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Apr,2023, -   ," 2,02,688 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Nov,2022, -   ," 1,26,212 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Oct,2025, -   ," 3,55,010 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Aug,2023, -   , 611 
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Jan,2024, -   ," 29,664 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Aug,2025, -   ," 1,49,901 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Sep,2024, -   ," 2,60,686 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Sep,2023, -   ," 3,18,546 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,May,2023, -   ," 6,534 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Jan,2023, -   ," 4,13,782 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Dec,2022, -   , 864 
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Nov,2023, -   ," 1,85,416 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Nov,2023, -   , 240 
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Apr,2023, -   ," 1,50,469 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Jan,2022, -   ," 4,96,100 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Aug,2024, -   ," 5,727 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Jan,2023, -   ," 7,710 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Oct,2023, -   ," 5,294 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Sep,2022, -   ," 3,60,809 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Sep,2022, -   ," 2,26,969 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Apr,2023, -   , 377 
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,May,2022, -   ," 1,20,364 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Sep,2025, -   ," 3,74,794 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Sep,2025, -   ," 27,783 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Nov,2022, -   ," 97,290 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Oct,2025, -   , 10 
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Feb,2024, -   ," 4,284 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Jul,2023, -   ," 5,09,338 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Feb,2023, -   ," 15,553 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Oct,2024, -   ," 4,284 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Jul,2024, -   ," 18,726 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Aug,2022, -   ," 2,93,598 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,May,2023, -   ," 2,04,567 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,May,2023, -   , 192 
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Jan,2022, -   ," 3,50,327 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Nov,2024, -   ," 1,49,625 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Oct,2022, -   ," 3,88,626 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Sep,2023, -   ," 2,27,850 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Aug,2024, -   , 48 
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Jul,2025, -   ," 3,01,295 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Aug,2025, -   ," 1,93,767 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Oct,2024, -   ," 13,716 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Jan,2023, -   , 389 
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Sep,2023, -   ," 17,088 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Oct,2022, -   ," 4,43,988 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Mar,2022, -   ," 16,266 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,May,2022, -   , 816 
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Apr,2022, -   ," 16,818 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Oct,2025, -   ," 4,513 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Aug,2024, -   ," 1,44,265 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Jul,2025, -   , 10 
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Dec,2022, -   ," 4,48,931 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Nov,2023, -   ," 2,85,650 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Dec,2022, -   ," 3,00,194 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Oct,2022, -   ," 8,882 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Jul,2024, -   ," 1,71,158 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Aug,2022, -   ," 5,19,900 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Mar,2023, -   ," 4,97,982 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,May,2023, -   ," 1,04,210 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Jan,2022, -   ," 1,104 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Jun,2023, -   ," 22,410 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,May,2022, -   ," 25,419 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Sep,2024, -   ," 27,108 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Jul,2022, -   ," 5,187 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Apr,2024, -   ," 3,11,092 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Apr,2024, -   ," 1,68,655 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Jul,2024, -   ," 20,651 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Apr,2024, -   ," 7,683 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Feb,2022, -   ," 8,640 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Nov,2023, -   ," 9,747 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Nov,2022, -   ," 2,95,788 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Oct,2025, -   ," 1,52,434 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Aug,2024, -   ," 18,360 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Feb,2024, -   , 144 
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Dec,2023, -   ," 4,717 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Oct,2023, -   ," 4,22,314 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Nov,2022, -   ," 2,84,422 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Apr,2022, -   ," 5,313 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,May,2022, -   ," 11,864 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Sep,2023, -   ," 1,97,243 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Jun,2025, -   ," 1,94,564 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Jan,2024, -   ," 2,02,300 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Dec,2024, -   ," 27,906 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Mar,2023, -   ," 3,88,376 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Dec,2022, -   ," 10,441 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Mar,2024, -   , 96 
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Sep,2022, -   ," 4,55,415 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Mar,2022, -   ," 4,25,838 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Sep,2024, -   , 240 
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Feb,2022, -   ," 2,72,939 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Feb,2022, -   ," 1,248 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Dec,2022, -   ," 3,078 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Oct,2022, -   ," 3,456 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Feb,2024, -   ," 1,48,240 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Jul,2022, -   ," 16,092 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Aug,2025, -   ," 5,707 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Aug,2022, -   ," 10,980 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Oct,2023, -   ," 2,72,825 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Jan,2023, -   ," 11,772 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Sep,2022, -   ," 24,732 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Jun,2022, -   ," 4,212 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Sep,2023, -   ," 4,192 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Apr,2022, -   ," 3,70,563 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Jul,2022, -   , 869 
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Aug,2023, -   ," 1,69,152 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Apr,2023, -   ," 2,729 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Dec,2024, -   ," 1,42,987 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Oct,2024, -   ," 1,88,226 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,May,2023, -   ," 36,545 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Nov,2023, -   ," 2,45,941 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Dec,2022, -   ," 10,804 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Dec,2022, -   ," 3,56,926 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Mar,2022, -   ," 15,444 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Nov,2022, -   ," 2,467 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Nov,2022, -   ," 9,568 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,May,2024, -   , 5 
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Aug,2022, -   ," 3,84,596 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Oct,2023, -   ," 21,276 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Mar,2023, -   , 144 
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Mar,2023, -   ," 3,29,126 "
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Mar,2024, -   ," 4,29,580 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Nov,2024, -   ," 22,133 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,May,2022, -   ," 1,74,763 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Jun,2025, -   ," 3,406 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Aug,2025, -   , 53 
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,Jul,2024, -   ," 4,45,143 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Jun,2023, -   ," 21,967 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Feb,2022, -   ," 4,44,653 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Dec,2024, -   ," 2,17,233 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Aug,2022, -   ," 1,24,532 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Aug,2022, -   ," 7,319 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Dec,2023, -   , 293 
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Nov,2023, -   ," 18,072 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Jun,2022, -   ," 5,31,867 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Jun,2024, -   , 432 
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Jul,2023, -   , 587 
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Jul,2023, -   ," 17,544 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Jul,2023, -   ," 1,35,721 "
BU1,Category 1,Category 1I,434968,Item HKJ,Channel_X,Sep,2024, -   ," 4,088 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Oct,2025, -   ," 1,39,140 "
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,Sep,2025, -   ," 2,46,330 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Mar,2022, -   ," 2,47,207 "
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,Sep,2025, -   ," 2,01,820 "
BU1,Category 1,Category 1I,763962,Item FMR,Channel_X,Nov,2022, -   , 624 
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Feb,2024, -   ," 17,604 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Jul,2023, -   ," 11,124 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Aug,2023, -   ," 1,55,508 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Aug,2023, -   ," 22,572 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,Jan,2022, -   ," 9,747 "
BU1,Category 1,Category 1I,872839,Item GMM,Channel_X,Apr,2024, -   ," 21,156 "
BU1,Category 1,Category 1I,137083,Item UWL,Channel_X,May,2023, -   ," 13,392 "
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,Dec,2023, -   ," 1,39,189 "
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Feb,2025," 1,16,873 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Dec,2027," 1,13,371 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Dec,2026," 1,06,858 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Mar,2026," 1,05,303 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Mar,2027," 1,05,303 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Sep,2026," 1,04,169 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Aug,2026," 1,00,702 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Sep,2028," 94,410 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Sep,2027," 94,410 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Jul,2027," 92,616 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Jul,2028," 92,616 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Aug,2027," 92,170 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Aug,2028," 92,170 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Feb,2026," 88,866 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Feb,2027," 88,866 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,May,2026," 87,860 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Nov,2025," 85,544 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Jul,2026," 83,576 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Jan,2026," 82,242 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Jan,2027," 82,242 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Jun,2027," 81,623 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Jun,2028," 81,623 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Apr,2026," 78,985 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Apr,2027," 78,985 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Oct,2026," 78,625 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Nov,2026," 77,488 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,May,2025," 74,976 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,May,2027," 70,288 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Nov,2027," 69,782 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Jan,2025," 69,143 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Oct,2027," 68,107 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Oct,2028," 68,107 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Apr,2025," 65,718 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Dec,2025," 63,887 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Mar,2025," 61,651 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Jun,2026," 56,955 ", -   
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Sep,2025, -   ," 14,882 "
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Dec,2024, -   ," 30,385 "
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Jan,2024, -   ," 92,001 "
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Jul,2025, -   ," 21,609 "
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Oct,2025, -   ," 21,233 "
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Apr,2024, -   ," 28,133 "
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Aug,2025, -   ," 23,346 "
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Feb,2024, -   ," 85,717 "
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,May,2024, -   ," 17,239 "
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Mar,2024, -   ," 65,808 "
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,Jun,2025, -   ," 39,783 "
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Mar,2025," 1,024 ", -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Mar,2026," 1,022 ", -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Mar,2027," 1,019 ", -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Dec,2027, 849 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Dec,2026, 840 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Dec,2025, 838 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Jan,2025, 818 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Jan,2026, 818 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Jan,2027, 818 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Sep,2026, 679 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Sep,2028, 679 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Sep,2027, 679 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Jun,2028, 515 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Jun,2026, 515 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Jun,2027, 515 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Aug,2026, 484 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Aug,2027, 484 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Aug,2028, 484 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,May,2026, 480 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Jul,2026, 450 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Jul,2028, 450 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Jul,2027, 450 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Feb,2025, 396 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Feb,2026, 396 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Feb,2027, 396 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Oct,2026, 390 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Oct,2028, 390 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Oct,2027, 390 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,May,2027, 344 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,May,2025, 344 , -   
BU1,Category 1,Category 1L,141818,Item PES,Channel_X,Apr,2027, 236 , -   
